id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
904,Arma 3,2013-09-11,3.82,74,16,{PC},"{Action,Shooter,Strategy,Simulation}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",""Steam Leaderboards"",Sandbox,Tactical,""Third-Person Shooter"",""Steam Workshop"",""Includes level editor"",Moddable,War,""Captions available"",Realistic,Team-Based,Military,TrackIR}",Mature
915,Brink,2011-05-08,2.71,70,2,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,Co-op,""Open World"",cooperative,First-Person,Sci-fi,FPS,""Online Co-Op"",""Steam Leaderboards"",""Free to Play"",Tactical,Post-apocalyptic,""Character Customization"",Team-Based,Parkour,Class-Based,""Gun Customization""}",Teen
1147,Salt and Sanctuary,2016-03-14,3.92,84,3,"{""Nintendo Switch"",""PlayStation 4"",""PS Vita"",""Xbox One"",macOS,PC,Linux}","{Action,RPG,Indie,Platformer}","{""PlayStation Store"",""Xbox Store"",Steam,""Nintendo Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,steam-trading-cards,RPG,Co-op,""Story Rich"",cooperative,2D,Horror,Gore,Difficult,Violent,""Split Screen"",""Local Co-Op"",""Action RPG"",Dark,role-playing,""Side Scroller"",""Dark Fantasy"",Metroidvania}",
1148,Civilization IV: Warlords,2006-07-25,3.7,84,1,"{macOS,PC}",{Strategy},{Steam},"{Singleplayer,Turn-Based,Historical,""Turn-Based Strategy"",4X}",
1149,Hunt: Showdown,2018-02-21,3.86,79,6,"{""Xbox One"",PC,""PlayStation 4""}","{Action,Shooter}","{""Xbox Store"",""PlayStation Store"",Steam}","{cooperative,Horror,""Online Co-Op"",Gore,Violent,""Online multiplayer"",""Early Access""}",Mature
1150,FIFA 14,2013-09-22,3.41,86,35,"{Android,""PS Vita"",""PlayStation 4"",PSP,""PlayStation 3"",""PlayStation 2"",""Xbox 360"",Wii,""Nintendo 3DS"",""Nintendo Switch"",PC,iOS,""Xbox One""}",{Sports},"{""Xbox Store"",""Nintendo Store"",""Xbox 360 Store""}","{3D,online,Mod,Football,Soccer,reality-based,ai}",Everyone
894,Quiplash,2015-06-29,3.55,,1,"{""Xbox One"",""PlayStation 4"",""PlayStation 3"",macOS,PC}","{Strategy,Casual,Indie}","{""PlayStation Store"",""Xbox Store"",Steam}","{""Steam Achievements"",Multiplayer,""Steam Cloud"",Co-op,cooperative,""Partial Controller Support"",Comedy,""Local Multiplayer"",""Family Friendly""}",
900,Burnout Paradise,2008-01-21,4.1,87,8,"{""PlayStation 3"",""Xbox 360""}","{Racing,Arcade}","{""Xbox 360 Store""}","{city,race,cars,car}",Everyone 10+
905,Gang Beasts,2014-08-28,3.88,,2,"{""PlayStation 4"",""Xbox One"",PC,Linux,macOS}","{Action,Adventure,Casual,Indie}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,Multiplayer,""Full controller support"",""Great Soundtrack"",Co-op,cooperative,""Third Person"",Funny,Sandbox,Comedy,""Online multiplayer"",""Split Screen"",""Local Multiplayer"",""Early Access"",Colorful,Physics,""Beat 'em up"",""4 Player Local"",""4 giocatori divano"",""soft-body physics""}",
906,Natural Selection 2,2012-10-29,3.23,80,3,"{Linux,PC}","{Action,Strategy,Indie}",{Steam},"{""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,Co-op,cooperative,First-Person,Sci-fi,FPS,""Online Co-Op"",""Online multiplayer"",Tactical,""Steam Workshop"",Space,""Includes level editor"",Moddable,Futuristic,Team-Based,Aliens,RTS,""Valve Anti-Cheat enabled"",Competitive}",
908,The Secret of Monkey Island: Special Edition,2009-07-14,4.18,86,2,"{""Xbox 360"",macOS,PC}","{Adventure,Family}","{""App Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Full controller support"",""Steam Cloud"",""Great Soundtrack"",""Story Rich"",2D,""Third Person"",Funny,Classic,Comedy,""Pixel Graphics"",Retro,""Point & Click"",Remake,1990's,Pirates}",Teen
920,"Warhammer 40,000: Dawn of War II: Retribution",2011-02-27,3.81,80,7,"{PC,macOS,Linux}","{RPG,Strategy}","{""App Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,""Great Soundtrack"",RPG,Co-op,cooperative,Sci-fi,""Online Co-Op"",Fantasy,Gore,""Steam Leaderboards"",Tactical,stats,Space,War,Futuristic,RTS,Blood,Real-Time,""Games Workshop"",""Warhammer 40K"",planets,interactive,office}",Adults Only
922,Bomber Crew,2017-10-18,3.12,75,3,"{""Xbox One"",""Nintendo Switch"",""PlayStation 4"",macOS,Linux,PC}","{Strategy,Simulation}","{""PlayStation Store"",Steam,""Nintendo Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Partial Controller Support"",3D}",Everyone 10+
931,LEGO Batman 3: Beyond Gotham,2014-11-09,3.62,75,5,"{""PlayStation 4"",""PlayStation 3"",""Wii U"",""Nintendo 3DS"",macOS,PC,iOS,""Xbox One"",Android,""PS Vita""}","{Action,Adventure,Family}","{""PlayStation Store"",""Epic Games"",GOG,""Xbox Store"",Steam,""Nintendo Store"",""App Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Co-op,""Open World"",cooperative,""Third Person"",""Online Co-Op"",Funny,Sandbox,Comedy,""Free to Play"",""Split Screen"",""Local Co-Op"",Controller,Space,""Family Friendly"",""Comic Book"",Superhero,Batman,LEGO}",Everyone 10+
934,Kingdoms of Amalur: Reckoning,2012-02-06,3.62,81,6,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Adventure,RPG}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Fantasy,Exploration,Sandbox,""Female Protagonist"",""Action RPG"",Controller,""Hack and Slash"",""Character Customization"",Crafting,Magic,Loot}",Adults Only
937,State of Decay 2,2018-05-21,3.29,68,8,"{PC,""Xbox One""}","{Action,Shooter,RPG,Simulation}","{Steam,""Epic Games"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,RPG,Co-op,""Open World"",cooperative,""Third Person"",""Partial Controller Support"",Horror,""Online Co-Op"",Gore,Sandbox,Survival,Violent,""Cross-Platform Multiplayer"",Zombies,exclusive,Post-apocalyptic,""Survival Horror"",""Captions available"",""Replay Value"",""Base Building"",""Perma Death"",city,""w10 exclusive"",craft}",Mature
940,God of War II,2007-03-12,4.42,93,17,"{""PlayStation 2"",""PS Vita"",""PlayStation 3""}",{Action},"{""PlayStation Store""}","{War,Story,console,Mythology,history,murder,quick,god,numbers,santa}",Mature
897,Little Inferno,2012-11-16,3.81,68,3,"{""Wii U"",""Nintendo Switch"",Linux,macOS,Android,iOS,PC}","{Adventure,Simulation,Casual,Indie,Puzzle}","{""Epic Games"",itch.io,Steam,GOG,""Nintendo Store"",""Google Play"",""App Store""}","{Singleplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",2D,Funny,Sandbox,Comedy,Dark,""Point & Click"",Short,Surreal,""Dark Humor"",puzzles,Touch-Friendly,Satire,Parody,fire,lifestyle,tomorrow-corporation}",
902,Tricky Towers,2016-06-19,3.68,80,3,"{""Xbox One"",Android,iOS,PC,macOS,Linux,""PlayStation 4"",""Nintendo Switch""}","{Arcade,Casual,Indie,Puzzle}","{""PlayStation Store"",Steam,""Xbox Store"",""Nintendo Store"",""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",steam-trading-cards,cooperative,2D,""Steam Leaderboards"",""Online multiplayer"",""Split Screen"",""Local Multiplayer"",Physics,""4 Player Local"",party}",Everyone 10+
910,Poker Night at the Inventory,2010-11-21,3.4,71,3,"{PC,macOS}","{Sports,Casual,Card}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,First-Person,Funny,Comedy,""Point & Click"",Memes,Touch-Friendly,""Card Game"",Conversation,Gambling}",
917,"Wasteland 2: Director's Cut",2015-10-12,3.63,87,6,"{""Nintendo Switch"",""PlayStation 4"",Linux,PC,macOS,""Xbox One""}","{Adventure,RPG,Strategy,Indie}","{GOG,""PlayStation Store"",Steam,""Nintendo Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,steam-trading-cards,RPG,""Open World"",Sci-fi,""Partial Controller Support"",Exploration,Survival,""Action RPG"",Tactical,""Early Access"",role-playing,Turn-Based,Post-apocalyptic,""Captions available"",Isometric,""Turn-Based Strategy"",Kickstarter,CRPG,Crowdfunded,""Old School""}",Adults Only
918,Psychonauts 2,2021-08-23,4.37,88,12,"{""PlayStation 4"",""Xbox One"",""Xbox Series S/X"",macOS,PC,Linux}","{Action,Adventure,Platformer}","{Steam,""Xbox Store"",GOG}","{Singleplayer,""Full controller support""}",Teen
919,Tales of Berseria,2016-08-17,3.97,80,6,"{""PlayStation 4"",PC,""PlayStation 3""}","{Action,RPG}","{""PlayStation Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",cooperative,Fantasy,""Female Protagonist"",""Split Screen"",""Local Co-Op"",""Action RPG"",Anime,Nudity,""Hack and Slash"",Cute,""Sexual Content"",JRPG}",Teen
921,"Baldur's Gate: Enhanced Edition",2012-11-27,4.11,78,4,"{iOS,""Xbox One"",""Nintendo Switch"",""PlayStation 4"",Android,Linux,PC,macOS}","{RPG,Strategy}","{""App Store"",Steam,""Google Play"",GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Story Rich"",cooperative,""Online Co-Op"",Fantasy,Classic,""Female Protagonist"",""Cross-Platform Multiplayer"",""Character Customization"",""Captions available"",Isometric,Magic,Remake,""Real-Time with Pause"",Touch-Friendly,CRPG,""Party-Based RPG"",""Dungeons & Dragons""}",Teen
926,Shank 2,2012-02-06,3.56,72,4,"{""PlayStation 3"",""Xbox 360"",Linux,PC,macOS}","{Action,Adventure,Arcade,Indie}","{""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Full controller support"",Co-op,cooperative,2D,Gore,""Local Co-Op"",Controller,""Hack and Slash"",Mature,""Side Scroller"",""Beat 'em up"",Stylized}",Adults Only
928,Shank,2010-08-09,3.68,67,2,"{""PlayStation 3"",""Xbox 360"",PC,Linux,macOS}","{Action,Adventure,Arcade,Indie}",{Steam},"{Singleplayer,Multiplayer,""Full controller support"",Co-op,cooperative,2D,Gore,""Split Screen"",""Local Co-Op"",Controller,Short,""Side Scroller"",""Beat 'em up""}",Mature
929,Mini Ninjas,2009-09-07,3.5,74,1,"{Wii,PC,""PlayStation 3"",""Nintendo DS"",macOS,""Xbox 360""}","{Action,Adventure,Family}","{""App Store"",""PlayStation Store"",Steam,""Nintendo Store"",""Xbox 360 Store""}","{Singleplayer,Multiplayer,""Open World"",""Third Person"",Funny,Stealth,Controller,""Family Friendly"",Cute,""3D Platformer"",Ninja}",Everyone 10+
930,Two Worlds II,2010-11-08,3.01,76,5,"{""Xbox 360"",macOS,PC}",{RPG},"{Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Story Rich"",""Open World"",cooperative,""Third Person"",""Online Co-Op"",Fantasy,Exploration,Sandbox,Violent,""Online multiplayer"",""Action RPG"",""Cross-Platform Multiplayer"",Nudity,""Hack and Slash"",""In-App Purchases"",Crafting,""Dark Fantasy"",Magic,""Inventory Management""}",
907,Hand of Fate,2015-02-15,3.7,78,4,"{""Xbox One"",""PlayStation 4"",PC,Linux,macOS}","{Action,Adventure,RPG,Indie}","{""PlayStation Store"",Steam,GOG,""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,RPG,""Third Person"",Fantasy,""Steam Leaderboards"",Difficult,""Action RPG"",""Hack and Slash"",""controller support"",Roguelike,""Beat 'em up"",Roguelite,""Dungeon Crawler"",""Card Game"",""Choose Your Own Adventure"",""Board Game""}",
909,Loop Hero,2021-03-03,4.06,83,10,"{""Nintendo Switch"",Linux,macOS,PC,""Xbox Series S/X""}","{RPG,Strategy,Simulation,Indie}","{Steam,GOG,""Epic Games"",""Nintendo Store""}","{Singleplayer,""Steam Achievements"",RPG,2D,Fantasy,""Pixel Graphics"",role-playing,Colorful,""Dark Fantasy"",Roguelike,Medieval,Magic,Top-Down,Roguelite,""Turn-Based Tactics"",""Card Game"",Minimalist,Experimental,""Real Time Tactics"",""Strategy RPG"",""God Game""}",Teen
911,Giana Sisters: Twisted Dreams,2012-10-21,3.06,77,3,"{""PlayStation 3"",""Xbox 360"",""Wii U"",PC}","{Action,Adventure,Arcade,Indie,Platformer}","{""Epic Games"",""PlayStation Store"",GOG,Steam,""Nintendo Store"",""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",2D,Fantasy,""Steam Leaderboards"",Difficult,""Female Protagonist"",""Split Screen"",""Local Co-Op"",Controller,""Local Multiplayer"",""controller support"",""Side Scroller"",Kickstarter,2.5D}",
923,Wreckfest,2018-06-12,3.67,79,3,"{PC,""PlayStation 4"",iOS,""Xbox One"",Android,""Xbox Series S/X"",""PlayStation 5"",""Nintendo Switch""}","{Racing,Arcade}","{GOG,""App Store"",""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,Multiplayer,Atmospheric,Co-op,cooperative,First-Person,""Third Person"",""Partial Controller Support"",Funny,""Steam Leaderboards"",""Online multiplayer"",""Steam Workshop"",""Early Access"",Physics,Realistic,Driving,Destruction,""Vehicular Combat""}",Teen
925,ORION: Prelude,2012-05-03,2.25,,3,{PC},"{Action,Adventure,RPG,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",steam-trading-cards,Co-op,""Open World"",cooperative,First-Person,""Third Person"",Sci-fi,FPS,""Online Co-Op"",""Steam Leaderboards"",""Online multiplayer"",""Third-Person Shooter"",stats,""Steam Workshop"",PvP,""Includes level editor"",Team-Based,Roguelike,""Valve Anti-Cheat enabled"",Mechs,Dinosaurs}",
927,Crash Bandicoot 3: Warped,1998-10-30,4.33,91,5,{PlayStation},"{Action,Platformer}","{""PlayStation Store""}","{Singleplayer,exclusive}",Everyone 10+
1151,Super Smash Bros. Ultimate,2018-12-06,4.37,93,0,"{""Nintendo Switch""}",{Fighting},"{""Nintendo Store""}","{Multiplayer,character,arena,fighter,mario,smash,zelda,pokemon}",
1152,Legacy of Kain: Soul Reaver,1999-08-15,4.1,91,1,"{Dreamcast,PlayStation,PC}","{Action,Adventure,Platformer}","{GOG,""PlayStation Store"",Steam}","{Singleplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",""Third Person"",Horror,Fantasy,Classic,Action-Adventure,Retro,""Dark Fantasy"",Metroidvania,Gothic,Vampire}",Mature
1153,Sven Co-op,2016-01-21,3.34,,2,{PC},"{Action,Casual,Indie}",{Steam},"{Multiplayer,""Steam Cloud"",Co-op,cooperative,First-Person,Sci-fi,""Partial Controller Support"",Horror,FPS,""Online Co-Op"",Funny,Classic,""Free to Play"",Zombies,Aliens,Memes,Mod}",Mature
1154,Resident Evil: Resistance,2020-04-02,2.17,64,2,"{""Xbox One"",PC,""PlayStation 4""}",{Action},{Steam},"{""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Horror,Gore,Survival,PvP,Zombies,""In-App Purchases"",""Survival Horror"",""Online PvP"",""Steam Trading Cards""}",Mature
1155,FIFA 20,2019-09-26,3.16,68,0,"{""Nintendo Switch"",""Xbox One"",PC,""PlayStation 4""}",{Sports},"{""PlayStation Store"",""Xbox Store""}","{Football,Soccer,sport,fifa,real-world}",Everyone
1156,Swords and Soldiers HD,2010-12-01,2.65,,1,"{macOS,Wii,PC}","{Action,Strategy,Casual,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,2D,""Steam Leaderboards"",""Side Scroller"",""Valve Anti-Cheat enabled"",Cartoony,""Tower Defense""}",
924,The Banner Saga 2,2016-04-17,4.19,82,5,"{iOS,""Nintendo Switch"",""Xbox One"",""PlayStation 4"",PC,macOS,Android}","{RPG,Strategy,Indie}","{""PlayStation Store"",""Nintendo Store"",""Xbox Store"",Steam,GOG,""Google Play"",""App Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",Fantasy,""Steam Leaderboards"",Tactical,stats,role-playing,Turn-Based,""Captions available"",""Choices Matter"",""Turn-Based Strategy"",overlay,Hand-drawn}",
933,"Warhammer 40,000: Dawn of War II Chaos Rising",2010-03-10,3.94,85,4,"{PC,macOS,Linux}","{RPG,Strategy}","{""App Store"",Steam}","{Singleplayer,Multiplayer,""Steam Cloud"",RPG,Co-op,cooperative,Sci-fi,Gore,Tactical,Space,War,RTS,Blood,Real-Time,secrets,""Games Workshop"",work,""Warhammer 40K"",interactive,office,ice}",Mature
936,Burnout Paradise Remastered,2018-03-15,3.88,80,2,"{""Nintendo Switch"",PC,""Xbox One"",""PlayStation 4""}","{Racing,Arcade}","{""Nintendo Store"",Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Online Co-Op"",PvP,""Online PvP"",""Steam Trading Cards"",Driving,Destruction,open-world,""Automobile Sim"",street-race}",Everyone 10+
938,Yooka-Laylee,2017-03-30,3.04,73,4,"{""Xbox One"",""PlayStation 4"",""Nintendo Switch"",Linux,macOS,PC}","{Action,Adventure,Indie,Platformer}","{""PlayStation Store"",Steam,""Xbox Store"",GOG,""Nintendo Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",Co-op,""Open World"",Horror,Funny,""Steam Leaderboards"",Exploration,""Female Protagonist"",Comedy,""Split Screen"",""Local Co-Op"",""Local Multiplayer"",stats,Retro,""Family Friendly"",Cute,Colorful,""Sexual Content"",overlay,Kickstarter,""3D Platformer"",Cartoony,Illuminati,""vr mod""}",Everyone 10+
944,Reus,2013-05-14,3.07,75,3,"{""Xbox One"",Linux,macOS,""PlayStation 4"",PC}","{Strategy,Simulation,Indie}","{""PlayStation Store"",""Xbox Store"",GOG,Steam}","{Singleplayer,""Steam Achievements"",steam-trading-cards,""Great Soundtrack"",2D,Fantasy,Sandbox,""Family Friendly"",""Replay Value"",Relaxing,""Resource Management"",nature,""God Game""}",Everyone 10+
948,Hue,2016-08-29,3.39,79,2,"{""PS Vita"",""PlayStation 4"",""Nintendo Switch"",""Xbox One"",macOS,PC,Linux,iOS}","{Adventure,""Board Games"",Indie,Puzzle}","{""Nintendo Store"",""PlayStation Store"",""Xbox Store"",Steam,""App Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",""Great Soundtrack"",2D,Colorful,Metroidvania,Puzzle-Platformer,Narration}",Everyone
1157,Survarium,2015-04-01,2.37,,1,{PC},"{Action,RPG,""Massively Multiplayer""}",{Steam},"{""Steam Achievements"",Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,First-Person,FPS,Exploration,Survival,""Free to Play"",""Early Access"",PvP,Zombies,Post-apocalyptic,Crafting,mmo,MMORPG}",Mature
1158,TowerFall Ascension,2013-06-24,3.94,87,3,"{""Nintendo Switch"",""Xbox One"",""PS Vita"",""PlayStation 4"",Linux,PC,macOS}","{Action,Indie,Platformer}","{""PlayStation Store"",""Nintendo Store"",""Xbox Store"",Steam,GOG,itch.io,""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",Co-op,cooperative,2D,Difficult,""Split Screen"",""Local Co-Op"",""Pixel Graphics"",Controller,""Local Multiplayer"",stats,Retro,""4 Player Local"",party,""4 giocatori divano""}",Everyone 10+
1159,PC Building Simulator,2018-03-26,3.85,,4,"{""PlayStation 4"",""Nintendo Switch"",PC,""Xbox One""}","{Strategy,Simulation,Indie}","{""PlayStation Store"",""Xbox Store"",""Nintendo Store"",GOG,Steam,""Epic Games""}","{Singleplayer,VR,Education}",Everyone
1160,Lethal League,2014-08-26,3.6,82,4,"{""Xbox One"",""PlayStation 4"",PC,Linux,macOS}","{Action,Sports,Indie}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",2D,""Online Co-Op"",Funny,""Split Screen"",""Local Co-Op"",""Pixel Graphics"",""Local Multiplayer"",Anime,""Cross-Platform Multiplayer"",Fast-Paced,Competitive,""4 Player Local"",""2D Fighter""}",Teen
932,Flower,2009-02-11,3.98,89,2,"{""PlayStation 4"",""PlayStation 3"",iOS,PC,""PS Vita""}","{Adventure,Arcade,Casual,Family}","{""PlayStation Store"",""App Store"",Steam,GOG,""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Exploration,Flight,nature}",Everyone 10+
935,Horizon Chase Turbo,2018-05-14,3.43,78,3,"{""PlayStation 4"",""Nintendo Switch"",PC,macOS,Linux,""Xbox One""}","{Action,Sports,Racing,Casual,Indie}","{""PlayStation Store"",Steam,""Nintendo Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",""Steam Leaderboards"",""Split Screen"",""Local Co-Op"",""Local Multiplayer"",Retro,""4 Player Local""}",
939,Space Engineers,2013-10-22,3.53,68,5,"{""Xbox One"",PC}","{Action,Strategy,Simulation,Indie}","{""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,Co-op,""Open World"",cooperative,Sci-fi,""Partial Controller Support"",Sandbox,Survival,""Steam Workshop"",""Early Access"",Space,""Includes level editor"",Physics,Crafting,Futuristic,Building,Destruction}",Teen
